question,choices,question_formatted,locations,scene_id,label,floor_id,answers
Is the color of the table warmer than that of the shelf?,"['A. table is warmer', 'B. shelf is warmer', 'C. both are identical in warmth', 'D. neither is warm']",Is the color of the table warmer than that of the shelf? A) table is warmer B) shelf is warmer C) both are identical in warmth D) neither is warm. Answer:,"table (465): [8.89, -6.247, -2.348]; shelf (22): [-9.25, 2.177, -1.1]",00034-6imZUJGRUq4,color,-1,A
Do the colors of the cleaner and the bin have similar tones?,"['A. similar tones', 'B. cleaner is brighter', 'C. bin is darker', 'D. no resemblance in tones']",Do the colors of the cleaner and the bin have similar tones? A) similar tones B) cleaner is brighter C) bin is darker D) no resemblance in tones. Answer:,"cleaner (354): [-5.996, -2.486, -2.165]; bin (348): [-7.557, -1.509, -1.936]",00034-6imZUJGRUq4,color,-1,A
Which object has a darker color: the bin or the chest?,"['A. The bin is darker than the chest', 'B. The chest is darker than the bin', 'C. Both have the same color', 'D. The comparison cannot be made.']",Which object has a darker color: the bin or the chest? A) The bin is darker than the chest B) The chest is darker than the bin C) Both have the same color D) The comparison cannot be made.. Answer:,"[bin (347): [-9.165, -1.651, -1.574]; chest (452): [-1.491, -3.777, -2.29]]",00034-6imZUJGRUq4,color,-1,A
Is the color of the table warmer than the color of the chair?,"['A. Yes, the table is warmer', 'B. No, the chair is warmer', 'C. Both have similar warmth', ""D. It's impossible to say""]","Is the color of the table warmer than the color of the chair? A) Yes, the table is warmer B) No, the chair is warmer C) Both have similar warmth D) It's impossible to say. Answer:","table (458): [4.039, -4.752, -2.363]; chair (451): [-0.453, -4.087, -2.104]",00034-6imZUJGRUq4,color,-1,A
Is the color of the chair warmer than the color of the pillow?,"['A. Yes, the chair is warmer', 'B. No, the chair is cooler', 'C. They have the same warmth', 'D. Not enough information to determine']","Is the color of the chair warmer than the color of the pillow? A) Yes, the chair is warmer B) No, the chair is cooler C) They have the same warmth D) Not enough information to determine. Answer:","chair (451): [-0.453, -4.087, -2.104]; pillow (495): [8.574, -4.847, -1.743]",00034-6imZUJGRUq4,color,-1,A
Do the colors of the two toys appear similar in tone?,"['A. Yes, the toys have similar tones', 'B. No, the toys have different tones', 'C. One is lighter than the other', 'D. The comparison cannot be made.']","Do the colors of the two toys appear similar in tone? A) Yes, the toys have similar tones B) No, the toys have different tones C) One is lighter than the other D) The comparison cannot be made.. Answer:","toy (464): [8.119, 1.188, -2.355]; toy (51): [-10.676, 3.103, -1.208]",00034-6imZUJGRUq4,color,-1,D
Is the color of the table brighter than the color of the bookshelf?,"['A. Yes, the table is brighter', 'B. No, the bookshelf is brighter', 'C. Both have similar brightness', 'D. There is no significant difference in brightness.']","Is the color of the table brighter than the color of the bookshelf? A) Yes, the table is brighter B) No, the bookshelf is brighter C) Both have similar brightness D) There is no significant difference in brightness.. Answer:","table (465): [8.89, -6.247, -2.348]; shelf (22): [-9.25, 2.177, -1.1]",00034-6imZUJGRUq4,color,-1,B
Which object has a lighter color: the tool or the bin?,"['A. The tool is lighter', 'B. The bin is lighter', 'C. Both have the same color', 'D. The bin is darker']",Which object has a lighter color: the tool or the bin? A) The tool is lighter B) The bin is lighter C) Both have the same color D) The bin is darker. Answer:,"tool (384): [-5.971, -4.677, -2.501]; bin (496): [1.689, 0.863, -2.37]",00034-6imZUJGRUq4,color,-1,A
Is the color of the table warmer than the color of the chair?,"['A. Yes, table is warmer', 'B. No, chair is warmer', 'C. Both have the same warmth', 'D. No color comparison possible']","Is the color of the table warmer than the color of the chair? A) Yes, table is warmer B) No, chair is warmer C) Both have the same warmth D) No color comparison possible. Answer:","table (140): [2.829, -5.604, 0.548]; chair (172): [-6.599, -6.2, 0.605]",00034-6imZUJGRUq4,color,1,D
Which object has more saturated color: the sofa or the curtain?,"['A. sofa', 'B. curtain', 'C. Both have the same saturation', 'D. No color comparison possible']",Which object has more saturated color: the sofa or the curtain? A) sofa B) curtain C) Both have the same saturation D) No color comparison possible. Answer:,"sofa (141): [-1.342, -4.722, 0.498]; curtain (184): [3.583, 1.779, 1.155]",00034-6imZUJGRUq4,color,1,A
"Which object has a warmer color, the curtain or the pillow?","['A. curtain', 'B. pillow', 'C. both have similar colors', 'D. neither has a warm color']","Which object has a warmer color, the curtain or the pillow? A) curtain B) pillow C) both have similar colors D) neither has a warm color. Answer:","curtain (282): [3.597, -6.119, 0.973]; pillow (146): [-1.567, -4.707, 0.742]",00034-6imZUJGRUq4,color,1,A
Is the color of the table darker than the color of the chair?,"['A. table is darker', 'B. chair is darker', 'C. both have the same color', 'D. neither is dark']",Is the color of the table darker than the color of the chair? A) table is darker B) chair is darker C) both have the same color D) neither is dark. Answer:,"table (75): [-8.308, -2.986, 0.936]; chair (170): [-8.407, -5.981, 0.544]",00034-6imZUJGRUq4,color,1,A
Do the colors of the chair and the table appear to have similar tones?,"['A. Yes, they have similar tones', 'B. No, one is much brighter', 'C. The chair is darker', 'D. The table is brighter.']","Do the colors of the chair and the table appear to have similar tones? A) Yes, they have similar tones B) No, one is much brighter C) The chair is darker D) The table is brighter.. Answer:","chair (170): [-8.407, -5.981, 0.544]; table (193): [3.508, -1.327, 0.396]",00034-6imZUJGRUq4,color,1,A
Is the color of the lamp warmer than the color of the chair?,"['A. The lamp is warmer', 'B. The chair is warmer', 'C. They are the same', 'D. The chair is cooler']",Is the color of the lamp warmer than the color of the chair? A) The lamp is warmer B) The chair is warmer C) They are the same D) The chair is cooler. Answer:,"lamp (127): [-3.266, -6.847, 0.707]; chair (171): [-7.506, -6.44, 0.527]",00034-6imZUJGRUq4,color,1,A
Which object has a more vibrant color: the pillow or the table?,"['A. The pillow is more vibrant', 'B. The table is more vibrant', 'C. They are equally vibrant', 'D. The table is duller']",Which object has a more vibrant color: the pillow or the table? A) The pillow is more vibrant B) The table is more vibrant C) They are equally vibrant D) The table is duller. Answer:,"pillow (145): [-1.563, -5.471, 0.729]; table (162): [-3.946, -2.903, 0.506]",00034-6imZUJGRUq4,color,1,A
Which object has a warmer color tone: the curtain or the pillow?,"['A. The curtain has a warmer color tone', 'B. The pillow has a warmer color tone', 'C. They have similar color tones', 'D. Cannot determine color']",Which object has a warmer color tone: the curtain or the pillow? A) The curtain has a warmer color tone B) The pillow has a warmer color tone C) They have similar color tones D) Cannot determine color. Answer:,"curtain (206): [6.119, 1.876, 1.145]; pillow (240): [8.858, -4.366, 1.066]",00034-6imZUJGRUq4,color,1,D
"Is the color of the ""chair"" warmer than the ""lamp""?","['A. Yes, the chair has a warmer tone', 'B. No, the lamp is warmer', 'C. Both have similar temperatures', 'D. Not enough information to determine']","Is the color of the ""chair"" warmer than the ""lamp""? A) Yes, the chair has a warmer tone B) No, the lamp is warmer C) Both have similar temperatures D) Not enough information to determine. Answer:","chair (171): [-7.506, -6.44, 0.527]; lamp (345): [-8.117, -1.707, -0.354]",00034-6imZUJGRUq4,color,1,D
"Which object has a darker color: the ""sofa"" or the ""curtain""?","['A. The sofa is darker', 'B. The curtain is darker', 'C. Both have dark colors', 'D. Both are light in color']","Which object has a darker color: the ""sofa"" or the ""curtain""? A) The sofa is darker B) The curtain is darker C) Both have dark colors D) Both are light in color. Answer:","sofa (150): [0.069, -6.494, 0.399]; curtain (293): [4.019, -4.721, 1.219]",00034-6imZUJGRUq4,color,1,A
Is the color of the table lighter than that of the chair?,"['A. Yes, the table is lighter', 'B. No, the chair is lighter', 'C. They are both equally dark', 'D. The chair has a varied tone.']","Is the color of the table lighter than that of the chair? A) Yes, the table is lighter B) No, the chair is lighter C) They are both equally dark D) The chair has a varied tone.. Answer:","table (166): [-2.942, -2.675, 0.294]; chair (170): [-8.407, -5.981, 0.544]",00034-6imZUJGRUq4,color,1,A
Is the color of the blanket warmer than that of the towel?,"['A. Yes, the blanket is warmer', 'B. No, the towel is warmer', 'C. Both have the same warmth', 'D. The towel has a cooler color']","Is the color of the blanket warmer than that of the towel? A) Yes, the blanket is warmer B) No, the towel is warmer C) Both have the same warmth D) The towel has a cooler color. Answer:","blanket (144): [-1.6, -5.595, 0.764]; towel (294): [5.154, -4.027, 1.246]",00034-6imZUJGRUq4,color,1,A
Do the colors of the curtains and the pillows look more similar or more different?,"['A. They look more similar', 'B. They look more different', 'C. The curtains are darker', 'D. The pillows are brighter']",Do the colors of the curtains and the pillows look more similar or more different? A) They look more similar B) They look more different C) The curtains are darker D) The pillows are brighter. Answer:,"curtain (206): [6.119, 1.876, 1.145]; pillow (239): [8.686, -4.378, 1.029]",00034-6imZUJGRUq4,color,1,A
"Which pillow has a warmer color tone: the pillow located at [8.633, -5.247, 1.04] or the pillow located at [-1.563, -5.471, 0.729]?","['A. The pillow located at [8.633, -5.247, 1.04]', 'B. The pillow located at [-1.563, -5.471, 0.729]', 'C. Both have similar color tones', 'D. Both are lighter in color.']","Which pillow has a warmer color tone: the pillow located at [8.633, -5.247, 1.04] or the pillow located at [-1.563, -5.471, 0.729]? A) The pillow located at [8.633, -5.247, 1.04] B) The pillow located at [-1.563, -5.471, 0.729] C) Both have similar color tones D) Both are lighter in color.. Answer:","pillow (238): [8.633, -5.247, 1.04]; pillow (145): [-1.563, -5.471, 0.729]",00034-6imZUJGRUq4,color,1,A
"Which object has a brighter color: the curtain located at [3.597, -6.119, 0.973] or the sofa located at [0.069, -6.494, 0.399]?","['A. The curtain is brighter', 'B. The sofa is brighter', 'C. Both have similar brightness', 'D. The sofa is darker than the curtain.']","Which object has a brighter color: the curtain located at [3.597, -6.119, 0.973] or the sofa located at [0.069, -6.494, 0.399]? A) The curtain is brighter B) The sofa is brighter C) Both have similar brightness D) The sofa is darker than the curtain.. Answer:","curtain (282): [3.597, -6.119, 0.973]; sofa (150): [0.069, -6.494, 0.399]",00034-6imZUJGRUq4,color,1,A
Do the sofa and the chair have similar color tones?,"['A. Yes, they have similar tones', 'B. The sofa is much lighter', 'C. The chair has a more vibrant color', 'D. The sofa is darker than the chair.']","Do the sofa and the chair have similar color tones? A) Yes, they have similar tones B) The sofa is much lighter C) The chair has a more vibrant color D) The sofa is darker than the chair.. Answer:","sofa (141): [-1.342, -4.722, 0.498]; chair (172): [-8.407, -5.981, 0.544]",00034-6imZUJGRUq4,color,1,A
Do the colors of the lamp and the table have similar tones?,"['A. Yes, they have similar tones', 'B. No, the lamp is significantly different in tone from the table', 'C. The table is more colorful than the lamp', 'D. The comparison cannot be made.']","Do the colors of the lamp and the table have similar tones? A) Yes, they have similar tones B) No, the lamp is significantly different in tone from the table C) The table is more colorful than the lamp D) The comparison cannot be made.. Answer:","lamp (211): [7.449, 0.353, 2.364]; table (228): [9.053, -6.397, 0.42]",00034-6imZUJGRUq4,color,1,D
Do the color tones of the toy and the chair appear more similar or different?,"['A. more similar', 'B. more different', 'C. unable to determine', 'D. both are dark-toned']",Do the color tones of the toy and the chair appear more similar or different? A) more similar B) more different C) unable to determine D) both are dark-toned. Answer:,"toy (197): [2.544, -1.05, 0.616]; chair (134): [-3.064, -4.74, 2.754]",00034-6imZUJGRUq4,color,1,C
Which object is darker: the pillow or the cupboard?,"['A. The pillow is darker', 'B. The cupboard is darker', 'C. They have similar darkness', 'D. The colors cannot be compared.']",Which object is darker: the pillow or the cupboard? A) The pillow is darker B) The cupboard is darker C) They have similar darkness D) The colors cannot be compared.. Answer:,"pillow (146): [-1.567, -4.707, 0.742]; cabinet (277): [4.634, -7.342, 0.455]",00034-6imZUJGRUq4,color,1,D
Is the color of the sofa lighter than the color of the table?,"['A. Yes, the sofa is lighter', 'B. No, the table is lighter', 'C. Their colors are similar in lightness', 'D. The colors cannot be compared.']","Is the color of the sofa lighter than the color of the table? A) Yes, the sofa is lighter B) No, the table is lighter C) Their colors are similar in lightness D) The colors cannot be compared.. Answer:","sofa (150): [0.069, -6.494, 0.399]; table (168): [-7.276, -5.897, 0.395]",00034-6imZUJGRUq4,color,1,A
